Content_type,Router1_type_req,Router2_type_req,Router3_type_req,Router4_type_req,Router5_type_req,Router6_type_req,Router1_total_req,Router2_total_req,Router3_total_req,Router4_total_req,Router5_total_req,Router6_total_req,Request_at_allnode,Popularity
4370,282,171,31,765,2123,40,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4371,53,25,369,64,228,107,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4372,19,9,144,17,1346,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4373,773,568,1053,34,2131,41,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4374,1733,1511,938,1243,735,239,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4375,168,93,1029,347,288,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4376,21,10,157,19,1452,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4377,253,151,8,649,1622,22,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4378,192,109,1155,425,619,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4379,478,319,361,1742,1871,801,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4380,15,7,113,12,1085,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4381,12,5,89,9,875,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4382,1916,1708,1241,1719,1819,764,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
4383,1744,1523,956,1270,794,258,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4384,969,746,21,123,962,318,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4385,1881,1670,1181,1621,1593,620,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
4386,975,752,24,127,1010,336,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4387,1100,870,111,222,2054,938,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4388,118,62,752,203,1861,793,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4389,524,356,459,1,17,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4390,378,242,169,1208,658,215,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4391,1239,1005,248,367,368,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4392,686,492,837,15,1237,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4393,1389,1154,431,571,1274,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4394,766,562,1035,32,2055,37,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4395,147,80,913,283,56,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4396,254,151,8,653,1638,22,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4397,534,364,482,1,55,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4398,325,202,85,956,159,92,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4399,111,58,714,186,1683,675,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4400,99,51,647,158,1376,500,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4401,218,126,1289,515,1022,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4402,1054,826,73,183,1648,653,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4403,5,3,37,3,391,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4404,27,13,201,26,1799,27,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4405,64,31,438,84,480,166,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4406,1095,865,106,217,2003,898,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4407,485,325,376,1784,1969,872,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4408,425,277,254,1448,1195,414,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4409,22,10,161,19,1479,18,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4410,1529,1297,625,810,2309,50,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4411,467,310,338,1678,1724,701,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4412,4,2,23,2,257,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4413,572,395,567,2,269,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4414,1688,1464,867,1140,513,175,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4415,1307,1072,327,453,743,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4416,322,200,80,940,133,86,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4417,88,44,579,132,1071,361,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4418,599,418,629,4,465,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4419,162,90,996,328,213,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4420,669,477,796,12,1073,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4421,825,615,1186,51,81,75,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4422,589,410,606,3,392,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4423,1790,1572,1030,1382,1046,350,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4424,1060,831,78,188,1698,684,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4425,54,26,374,66,246,110,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4426,637,450,719,8,783,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4427,760,557,1021,31,1995,35,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4428,435,285,274,1504,1323,474,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4429,1731,1509,935,1239,725,236,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4430,156,86,964,310,146,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4431,291,177,41,803,2283,48,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4432,1032,805,58,166,1463,546,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4433,10,5,75,7,752,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4434,137,74,858,254,2367,1212,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4435,741,540,973,26,1793,27,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4436,1031,804,57,165,1456,542,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4437,1539,1308,640,829,1,54,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4438,1319,1084,342,469,816,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4439,293,178,43,810,2312,50,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4440,959,736,16,116,884,289,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4441,1445,1211,507,662,1676,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4442,24,11,180,22,1636,22,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4443,1908,1699,1227,1696,1767,729,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
4444,1941,1735,1284,1791,1983,883,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
4445,344,216,113,1041,313,125,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4446,864,650,1286,67,267,115,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4447,259,154,11,671,1715,24,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4448,10,5,74,7,743,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4449,460,305,323,1638,1633,644,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4450,1834,1620,1104,1497,1307,466,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4451,424,276,252,1442,1182,408,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4452,48,23,336,56,126,85,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4453,833,622,1206,54,114,82,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4454,395,254,198,1291,841,274,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4455,4,2,30,3,330,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4456,442,291,289,1543,1415,521,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4457,895,677,1364,81,444,157,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4458,240,141,1,597,1389,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4459,224,130,1320,536,1120,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4460,305,187,58,865,29,63,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4461,846,633,1238,59,171,94,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4462,1468,1235,539,701,1849,29,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4463,883,666,1333,75,370,139,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4464,671,479,801,12,1095,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4465,934,714,7,102,708,231,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4466,313,193,68,900,74,74,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4467,300,184,52,842,8,57,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4468,607,425,648,5,531,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4469,1599,1370,729,947,144,89,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4470,10,5,73,7,732,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4471,1789,1571,1028,1380,1040,348,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4472,290,176,40,798,2263,47,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4473,1395,1161,440,581,1321,14,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4474,1545,1314,649,841,7,57,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4475,347,218,117,1056,341,132,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4476,219,127,1298,521,1049,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4477,1386,1151,427,567,1257,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4478,9,4,67,7,683,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4479,1340,1105,369,499,954,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4480,9,4,69,7,699,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4481,1510,1278,598,776,2168,42,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4482,326,203,86,957,161,92,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4483,105,54,679,171,1521,578,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4484,1252,1018,263,383,436,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4485,1512,1280,601,779,2181,43,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4486,417,271,239,1404,1097,371,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4487,39,18,276,41,2379,53,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4488,335,210,100,1002,240,109,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4489,34,16,247,35,2156,42,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4490,208,119,1236,478,858,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4491,224,130,1321,538,1125,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4492,177,99,1076,375,402,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4493,373,238,160,1181,599,198,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4494,1430,1196,486,637,1566,20,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4495,668,476,792,12,1061,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4496,4,2,30,3,322,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4497,952,730,14,112,833,271,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4498,20,9,147,17,1370,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4499,1063,834,80,190,1725,701,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4500,192,109,1155,425,619,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4501,388,249,186,1255,762,248,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4502,1958,1754,1313,1841,2098,974,5448787,4304350,4227702,4005980,7914636,1689532,27590987,9
4503,480,321,365,1754,1898,820,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4504,29,13,214,28,1901,31,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4505,1629,1401,775,1010,254,112,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4506,715,517,909,20,1525,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4507,416,270,237,1400,1086,367,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4508,1319,1084,342,470,820,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4509,43,20,304,48,43,67,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4510,1489,1257,568,738,2006,35,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4511,182,102,1102,391,473,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4512,608,426,652,5,543,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4513,98,51,643,156,1355,490,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4514,914,696,2,91,572,191,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4515,1493,1260,574,745,2035,36,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4516,1670,1444,838,1098,426,152,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4517,1,1,2,1,20,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4518,1369,1134,405,540,1138,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4519,1420,1185,472,620,1491,18,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4520,21,9,154,18,1422,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4521,1318,1083,341,468,814,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4522,480,321,365,1754,1900,821,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4523,1997,1796,1381,1957,2364,1210,5448787,4304350,4227702,4005980,7914636,1689532,27590987,10
4524,75,37,503,105,745,242,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4525,847,634,1242,60,178,96,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4526,1523,1291,616,799,2263,47,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4527,538,368,491,1,74,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4528,20,9,146,17,1362,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4529,404,261,215,1338,946,312,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4530,1445,1212,507,662,1678,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4531,242,143,2,605,1427,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4532,1102,871,112,223,2064,947,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4533,121,64,770,211,1945,854,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4534,1478,1245,552,717,1918,32,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4535,1,1,2,1,12,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4536,10,5,78,8,782,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4537,175,98,1066,369,377,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4538,1096,866,107,218,2016,908,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4539,960,737,17,117,891,292,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4540,1322,1087,346,474,838,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4541,80,40,534,115,873,286,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4542,636,450,718,8,777,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4543,1016,790,47,154,1332,479,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4544,43,21,307,48,51,69,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4545,375,239,163,1190,619,204,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4546,699,503,868,17,1362,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4547,1833,1619,1102,1494,1302,464,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4548,136,73,852,251,2336,1183,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4549,1048,820,69,178,1597,623,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4550,1157,924,162,276,37,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4551,1029,802,56,164,1437,532,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4552,38,18,274,41,2363,53,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4553,936,716,8,103,721,235,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4554,1906,1697,1225,1692,1758,723,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
4555,756,553,1010,30,1948,33,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4556,1150,918,156,269,21,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4557,19,9,143,16,1336,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4558,1246,1012,256,375,403,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4559,45,21,320,51,81,75,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4560,15,7,113,12,1085,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4561,251,149,6,641,1585,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4562,938,717,8,104,731,238,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4563,884,668,1337,76,379,141,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4564,119,63,759,206,1894,817,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4565,68,34,462,91,575,192,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4566,421,274,247,1426,1147,393,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4567,1612,1384,749,975,191,99,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4568,1174,941,179,294,89,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4569,715,517,907,20,1519,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4570,103,54,671,168,1487,559,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4571,545,373,506,1,107,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4572,1019,793,49,156,1354,489,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4573,1,1,3,1,24,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4574,259,155,11,672,1722,25,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4575,839,627,1220,57,139,87,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4576,5,2,33,3,360,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4577,5,2,36,3,382,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4578,1235,1001,244,362,348,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4579,1417,1182,468,615,1470,18,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4580,1097,867,107,219,2022,913,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4581,715,517,907,20,1519,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4582,93,47,610,144,1209,420,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4583,810,601,1147,46,29,63,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4584,559,385,537,2,186,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4585,25,11,184,23,1664,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4586,644,456,735,9,843,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4587,143,77,892,272,26,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4588,33,15,238,33,2091,39,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4589,1272,1037,286,407,543,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4590,1531,1299,628,814,2328,51,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4591,13,6,96,10,940,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4592,204,117,1217,465,800,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4593,508,343,424,1916,2270,1122,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4594,96,49,629,151,1292,459,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4595,7,3,51,5,533,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4596,873,658,1309,71,316,126,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4597,12,5,89,9,874,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4598,169,94,1032,349,293,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4599,223,130,1316,534,1108,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4600,1353,1118,385,518,1037,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4601,82,41,543,119,913,300,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4602,1196,963,202,317,171,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4603,660,469,773,11,987,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4604,327,203,87,961,167,93,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4605,218,126,1290,516,1026,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4606,854,640,1258,63,210,103,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4607,199,114,1191,448,723,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4608,31,14,224,30,1979,34,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4609,491,330,389,1820,2050,935,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4610,476,318,358,1733,1852,787,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4611,472,315,350,1710,1799,751,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4612,1362,1127,396,531,1095,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4613,1233,999,242,360,339,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4614,1874,1663,1170,1603,1552,596,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
4615,1989,1788,1368,1935,2313,1161,5448787,4304350,4227702,4005980,7914636,1689532,27590987,10
4616,453,299,310,1602,1550,595,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4617,635,448,713,7,762,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4618,11,5,80,8,796,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4619,1514,1281,603,782,2193,43,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4620,1,1,1,1,6,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4621,101,52,660,163,1434,531,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4622,664,473,785,11,1031,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4623,567,391,555,2,236,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4624,990,766,32,136,1125,383,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4625,18,8,135,15,1268,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4626,33,15,237,33,2084,38,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4627,238,140,1,590,1358,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4628,392,252,193,1277,809,263,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4629,148,81,920,287,67,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4630,271,163,21,718,1921,32,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4631,386,248,183,1247,743,242,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4632,1752,1531,968,1288,834,272,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4633,1073,844,88,199,1816,762,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4634,2,1,15,2,164,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4635,367,233,150,1152,539,182,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4636,1413,1179,464,610,1448,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4637,1977,1774,1346,1897,2226,1083,5448787,4304350,4227702,4005980,7914636,1689532,27590987,9
4638,2,1,7,1,83,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4639,1872,1660,1167,1598,1540,589,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
4640,61,30,418,78,405,147,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4641,313,193,68,897,70,73,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4642,51,24,353,60,177,96,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4643,368,234,152,1158,550,185,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4644,945,724,11,108,784,255,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4645,115,60,737,196,1789,744,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4646,1061,832,78,188,1705,689,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4647,1152,920,158,272,26,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4648,211,122,1257,492,920,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4649,272,163,21,722,1939,32,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4650,1911,1703,1233,1706,1789,744,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
4651,875,659,1313,72,326,128,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4652,13,6,96,10,939,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4653,1865,1652,1154,1578,1494,563,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
4654,908,689,1,88,527,178,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4655,1,1,1,1,11,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4656,674,482,809,13,1125,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4657,241,142,2,600,1403,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4658,95,49,621,148,1259,443,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4659,39,18,277,41,2385,54,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4660,1872,1660,1167,1598,1540,589,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
4661,602,420,636,4,488,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4662,1488,1255,567,736,1997,35,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4663,245,145,3,618,1483,18,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4664,458,303,320,1630,1614,633,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4665,1485,1252,562,729,1970,34,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4666,1574,1344,691,897,69,72,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4667,100,51,649,159,1384,505,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4668,379,242,170,1209,661,217,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
